Nama_Obat;HPP;Stock
BALI ALUS SABUN NATURAL SPA 110GR PAPAYA;25.641,00;0,00
HYPAFIX  5 X 5;99.012,00;3,00
ONEMED DERMAFIX T  5 X 7;1.800,42;1,00
ALTAMED GLOVE SIZE M @10;32.960,00;0,00
HANSAPLAST TRANSP STP.1215 @10;10.288,59;10,00
TONGKAT KETIAK SIZE S;233.100,00;0,00
NEEDLE 23G BD @100;20.499,48;0,00
GOLDEN GLOVE PWD SMOOTH (L);44.955,00;0,00
ALTAMED HAND GLOVEM @M;31.000,00;0,00
KASA STERIL 16/16 10 POUCH ONE MED;8.547,00;0,00
SENSI CONVEX MASK 20PCS;143.000,00;7,00
HANSAPLAST PLST 0.5 X 1 (1989);3.932,00;0,00
BALI ALUS ESSENTIAL OIL 10 ML EXOTIC;25.900,00;0,00
BALI ALUS HAIR VITAMIN VCO ARGAN;14.000,00;0,00
BALI ALUS LULUR SPA CR 100GR LAVENDER;18.648,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR MILK;25.641,00;0,00
ONEMED TONGKAT KETIAK M;233.100,00;0,00
ONEMED CAIRAN HYDROGEN PEROXIDE 3% 100ML;4.695,00;6,00
URNIAL PLASTIK WANITA;9.990,00;0,00
ALTAMED HAND GLOVE L;31.000,00;0,00
HANSAPLAST KAIN JUMBO @50 LEMBAR;31.079,00;3,00
SENSI UNDERPAD;39.140,00;0,00
BALI ALUS ESSENTIAL OIL 10 ML CEMPAKA;25.900,00;0,00
BALI ALUS HAIR VITAMIN CHAMOMILE ARGAN;14.000,00;0,00
BALI ALUS LULUR SPA CR 100GR JASMINE;14.000,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR MANGO;25.641,00;0,00
URINAL PLASTIK WANITA;7.770,00;2,00
DISP SYRINGE  1ML TB TRM@100;960,15;49,00
STIKPAN PLASTIK;38.850,00;0,00
ONEMED KASA STERIL 16 X 16;7.215,00;6,00
BALI ALUS CREAMBATH 125 GR SEAWEED;18.900,00;0,00
BALI ALUS FOOT MASSAGE 100GR;24.864,00;3,00
FAMILY DR ANKLE SUPPORT BROWN SIZE L;93.108,00;2,00
BALI ALUS LULUR SPA CR 100GR GREEN TEA;18.648,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR LEMON;25.641,00;0,00
ELASTOMULL HAFT 10 X 4;80.308,50;0,00
HANSAPLAST KAIN ELASTIS MIX @20;12.229,98;0,00
ONEMED ICE BAG;27.500,25;1,00
TONGKAT KETIAK SIZE M;233.100,00;1,00
BALI ALUS CREAMBATH 125 GR MILK;20.979,00;2,00
ONEMED DERMAFIX T 10 X 25;14.499,93;0,00
BALI ALUS ESSENTIAL OIL 10 ML EUCALYPTUS;28.749,00;2,00
FAMILY DR KNEE SUPPORT BROWN SIZE M;93.108,00;1,00
BALI ALUS LULUR SPA CR 100GR FRANGIPANI;18.648,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR JASMINE;23.310,00;0,00
UNDERPAD 60 X 90 HIJAU ONEMED;37.595,00;0,00
BALI ALUS BATHSALT 70 GR JASMINE;8.400,00;0,00
DISP SYRINGE 50ML ONEMED;5.200,35;4,00
BALI ALUS CREAMBATH 125 GR GINSENG;18.900,00;0,00
ONEMED DERMAFIX T 10 X 12;7.099,56;0,00
BALI ALUS ESSENTIAL OIL 10 ML TEA TREE;25.900,00;3,00
FAMILY DR KNEE SUPPORT BROWN SIZE XL;93.108,00;1,00
BALI ALUS LULUR SPA CR 100GR COFFEE;15.540,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR GREEN TEA;25.641,00;0,00
ALKOHOL SWABS BRATACO;8.956,00;0,00
DISP SYRINGE 10ML MEDIJECT;1.299,81;11,00
FAMILY DR ANKLE BASIC (L);101.000,01;0,00
DENTAL FLOSS TOOTHPICK 50 PCS WAX;38.850,00;4,00
LEUKOCREPE 6 INCH 8245;166.666,50;2,00
LP ANKLE WRAP 634;109.620,27;0,00
BALI ALUS BATHSALT 70 GR GREEN TEA;8.400,00;0,00
KRUK KETIAK M GEA;225.000,33;0,00
LEUKOPLAST 1624 (2 X 5);48.063,00;0,00
BALI ALUS CREAMBATH 125 GR AVOCADO;18.900,00;0,00
BALI ALUS ESSENTIAL OIL 10 ML VANILA;25.900,00;0,00
BALI ALUS LULUR SPA CR 100GR COCONUT;18.648,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR FRANGIPANI;25.641,00;0,00
DISP SYRINGE  5ML TRM@100;850,26;12,00
CHLORAETHYL KLG;111.000,00;0,00
ALKOHOL SWABS ALTAMED @100 PCS;10.167,00;3,00
BD ULTRA FINE (PEN NEEDLES)4 MM @100;3.005,00;18,00
LEUKOCREPE 4 INCH 8240;129.870,00;0,00
BALI ALUS BATHSALT 70 GR FRANGIPANGI;8.400,00;0,00
PISPOT SODOK BIRU BESAR RRC;35.000,52;1,00
BALI ALUS CREAMBATH 125 GR ALOEVERA;18.900,00;1,00
BALI ALUS ESSENTIAL OIL 10 ML ROSE;25.900,00;1,00
BALI ALUS LULUR SPA CR 100GR CENDANA;18.648,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR CINNAMON;25.641,00;0,00
MAMY POKO NEW BORN@14;36.300,00;2,00
DISP SYRINGE  3ML TRM@100;3.311,68;47,00
ELASTOMULL HAFT  8 X 4;68.320,50;2,00
NEOPLAST HYDROGUARD 10'S;3.875,00;0,00
PREGCY CHECK STRIP;18.164,00;0,00
EAR PLUG SOFT FOAM @1 PAIRS;22.200,00;1,00
ONEMED ALKOHOL SWABS @100;9.800,19;0,00
BALI ALUS CONDITIONER VCO 130ML;20.202,00;0,00
BALI ALUS ESSENTIAL OIL 10 ML RELAX;28.749,00;1,00
BALI ALUS LULUR SPA CR 100GR CEMPAKA;18.648,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR CHARCOAL;25.641,00;0,00
DISP SYRINGE  1ML INS 40IU TRM;7.313,00;0,00
ALTAMED GLOVE SIZE M @100;66.600,00;0,00
HANSAPLAST AQUA PROTECT 6 LMB;13.909,41;26,00
HYPAFIX  5 X 1;24.200,22;1,00
EAR PLUG SILICON @3 PAIRS;79.032,00;2,00
UNDERPAD;36.500,13;0,00
BALI ALUS BATHSALT 70 GR STRWBERRY;8.400,00;0,00
BALI ALUS ESSENTIAL OIL 10 ML PAPPERMINT;28.749,00;3,00
BALI ALUS LULUR SPA CR 100GR BOREH;14.000,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR BLACK TEA;25.641,00;1,00
HANSAPLAST KAIN ELASTIS FUN;7.057,38;20,00
FAMILY DR BELT BASIC XL;328.999,56;1,00
SENSI POPOK DEWASA M;45.843,00;0,00
HOT AND COLD ALL PURPOSE REUSABLE GEL PACK;39.405,00;4,00
HANSAPLAST ROL KAIN 5CM X 4,5M;40.153,00;0,00
SENSI MASK DUCKBILL @3;8.325,00;3,00
BALI ALUS BATHSALT 70 GR SANDALWOOD;8.400,00;0,00
BALI ALUS ESSENTIAL OIL 10 ML LEMONGRASS;28.749,00;2,00
BALI ALUS LULUR SPA CR 100GR BENGKUANG;18.648,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR AVOCADO;25.641,00;2,00
HANSAPLAST KAIN ELAST 76109@10;6.388,05;0,00
SENSI POPOK DEWASA XL;65.379,00;1,00
TENSOCREPE 4 INCH ( 10 CM );107.004,00;2,00
HANSAPLAST ROL KAIN 2,5CM X 4,5M;11.183,00;0,00
ANTIS DOUBLE ACTION SPRAY 55 ML;12.040,17;8,00
PURE BABY RASH CR 50 GR;58.974,30;2,00
BALI ALUS BATHSALT 70 GR ROSE;8.400,00;0,00
BALI ALUS ESSENTIAL OIL 10 ML LAVENDER;25.900,00;1,00
BALI ALUS LULUR SPA CR 100GR AVOCADO;14.000,00;0,00
BALI ALUS LULUR SPA CR 100GR TURMENIC;14.000,00;0,00
KOTAK P3K + ISI ONEMED;32.499,69;0,00
OMRON AUTOMATIC BLOOD PRESSURE MONITOR 7121J;429.362,43;1,00
OPSITE POST OP 25 X 10CM;52.503,00;0,00
OPSITE POST OP 20 X 10CM;46.620,00;1,00
OPSITE POST OP 15.5 X 8.5CM;31.080,00;5,00
THERMOMETER DIGITAL OMRON;63.499,77;0,00
DUODERM EXTRA THIN;56.876,40;0,00
FIXOMULL 7221701 TRANSP.10 X 2;174.353,00;0,00
GUNTING LURUS TU/TU CBR;36.075,00;0,00
SENSITIF COMPACT PACK;50.305,00;0,00
CUTICELL CLASSIC 10 X 10CM;19.569,00;4,00
SENSITIF TES HAMIL@25;23.310,00;3,00
FIESTA MAX DOTTED@3;13.875,00;7,00
SUTRA PLUS @12;28.354,00;2,00
FIESTA DURIAN KONDOM@3;11.201,00;1,00
SUTRA LUBRICANT 50ML;17.316,00;16,00
FIESTA DELAY KONDOM@3;13.875,00;0,00
TISSUE SUPER MAGIC MAN HITAM;11.100,00;0,00
DUREX INVISIBLE KONDOM@2;42.647,23;5,00
DUREX PLAY 100ML;112.841,49;2,00
DUREX PERFORMA KONDOM@ 3;32.452,89;4,00
DUREX PLAY  50ML;70.159,96;1,00
DUREX PLEASUREMAX KONDOM@3;32.322,63;2,00
FIESTA STRAW KONDOM@3;12.654,00;12,00
DUREX EXTRA SAFE KONDOM@ 3;25.943,05;1,00
DUREX CLOSE FIT KONDOM@ 3;25.975,11;5,00
DUREX LOVE KONDOM@ 3;9.998,00;4,00
FIESTA MAX DOTTED @12;49.284,00;1,00
FIESTA BUBBLE GUM @3;12.654,00;3,00
DUREX FETHERLITE KONDOM@12;93.576,33;3,00
DUREX PERFORMA KONDOM@6;57.495,84;1,00
DUREX NAUGHTY CHOCOLATE KONDOM @3;19.900,08;2,00
DUREX FETHERLITE KONDOM@ 3;31.387,47;2,00
DUREX EXTRA SAFE KONDOM@12;87.742,48;0,00
DUREX CLOSE FIT KONDOM@12;25.975,11;0,00
DUREX LOVE KONDOM@12;33.998,61;0,00
FIESTA ULTRA THIN KONDOM@3;13.875,00;10,00
HUKI COTTON BUDS SACH@100;5.106,00;5,00
NOURISH ACNE PLAST GIRL;15.540,00;14,00
CINDERELA COTTON BUDS@ 60;2.458,00;0,00
MY BABY M. TELON 90ML LAVENDER;21.305,00;0,00
LIFREE POPOK CELANA M@5;48.819,10;0,00
MAMY POKO STD XL@7;22.000,00;0,00
CINDERELA COTTON BUDS@100;3.887,00;0,00
BIOTRUE MPS 60 ML;39.405,00;0,00
BIOTRUE MPS 300ML;102.120,00;0,00
POLIDENT FRESH MINT 60 GR;83.472,00;3,00
POLIDENT FRESH MINT 20 GR;33.966,00;4,00
SUSU BINTANG ETAWA 200 GR;116.550,00;0,00
SGM EKSPLOR GAIN OPTIGROW VANILA 800GR;158.762,19;0,00
PEDIACOMPLETE VANILA 400GR;190.698,00;0,00
